team,season,winperc,winperc_lag1,winperc_avg3,gp_lag1,toi_lag1,w_lag1,l_lag1,otl_lag1,row_lag1,points_lag1,point_p_lag1,cf_lag1,ca_lag1,cf_p_lag1,ff_lag1,fa_lag1,ff_p_lag1,sf_lag1,sa_lag1,sf_p_lag1,gf_lag1,ga_lag1,gf_p_lag1,x_gf_lag1,x_ga_lag1,x_gf_p_lag1,scf_lag1,sca_lag1,scf_p_lag1,scsf_lag1,scsa_lag1,scsf_p_lag1,scgf_lag1,scga_lag1,scgf_p_lag1,scsh_lag1,scsv_lag1,hdcf_lag1,hdca_lag1,hdcf_p_lag1,hdsf_lag1,hdsa_lag1,hdsf_p_lag1,hdgf_lag1,hdga_lag1,hdgf_p_lag1,hdsh_lag1,hdsv_lag1,mdcf_lag1,mdca_lag1,mdcf_p_lag1,mdsf_lag1,mdsa_lag1,mdsf_p_lag1,mdgf_lag1,mdga_lag1,mdgf_p_lag1,mdsh_lag1,mdsv_lag1,ldcf_lag1,ldca_lag1,ldcf_p_lag1,ldsf_lag1,ldsa_lag1,ldsf_p_lag1,ldgf_lag1,ldga_lag1,ldgf_p_lag1,ldsh_lag1,ldsv_lag1,sh_lag1,sv_lag1,pdo_lag1,gp_avg3,toi_avg3,w_avg3,l_avg3,otl_avg3,row_avg3,points_avg3,point_p_avg3,cf_avg3,ca_avg3,cf_p_avg3,ff_avg3,fa_avg3,ff_p_avg3,sf_avg3,sa_avg3,sf_p_avg3,gf_avg3,ga_avg3,gf_p_avg3,x_gf_avg3,x_ga_avg3,x_gf_p_avg3,scf_avg3,sca_avg3,scf_p_avg3,scsf_avg3,scsa_avg3,scsf_p_avg3,scgf_avg3,scga_avg3,scgf_p_avg3,scsh_avg3,scsv_avg3,hdcf_avg3,hdca_avg3,hdcf_p_avg3,hdsf_avg3,hdsa_avg3,hdsf_p_avg3,hdgf_avg3,hdga_avg3,hdgf_p_avg3,hdsh_avg3,hdsv_avg3,mdcf_avg3,mdca_avg3,mdcf_p_avg3,mdsf_avg3,mdsa_avg3,mdsf_p_avg3,mdgf_avg3,mdga_avg3,mdgf_p_avg3,mdsh_avg3,mdsv_avg3,ldcf_avg3,ldca_avg3,ldcf_p_avg3,ldsf_avg3,ldsa_avg3,ldsf_p_avg3,ldgf_avg3,ldga_avg3,ldgf_p_avg3,ldsh_avg3,ldsv_avg3,sh_avg3,sv_avg3,pdo_avg3
Tampa Bay Lightning,1617,0.512195122,0.56097561,0.577235772,82,3825.95,46,31,5,43,97,0.591,3551,3253,52.19,2633,2477,51.53,1866,1773,51.28,148,125,54.21,135.96,126.19,51.86,1603,1446,52.57,982,901,52.15,123,100,55.16,12.53,88.9,624,564,52.53,450,430,51.14,72,66,52.17,16,84.65,979,882,52.61,532,471,53.04,51,34,60,9.59,92.78,1720,1582,52.09,831,812,50.58,25,24,51.02,3.01,97.04,7.93,92.95,1.009,82,3855.45,47.33333333,27.33333333,7.333333333,42.66666667,102,0.622,3569.666667,3288.333333,52.06,2676,2472.333333,51.99333333,1922,1752,52.31333333,159.3333333,130.6666667,54.86666667,142.91,130.5833333,52.25,1684.666667,1509.666667,52.74333333,1044,940,52.61333333,135.6666667,109.6666667,55.22,12.96333333,88.33,656.6666667,580.3333333,53.05,485.6666667,440.6666667,52.34,86,70,54.81,17.59666667,84.12,1028,929.3333333,52.55,558.3333333,499.3333333,52.83,49.66666667,39.66666667,55.69666667,8.913333333,92.04666667,1659.666667,1549.666667,51.71,828,758.3333333,52.22333333,23.66666667,20.33333333,54.21666667,2.86,97.32333333,8.283333333,92.53,1.008333333
Tampa Bay Lightning,1718,0.658536585,0.512195122,0.56097561,82,3907.0333,42,30,10,38,94,0.573,3595,3418,51.26,2693,2627,50.62,1897,1907,49.87,140,145,49.12,144.83,139,51.03,1649,1566,51.29,987,1004,49.57,125,110,53.19,12.66,89.04,632,641,49.65,462,510,47.53,84,74,53.16,18.18,85.49,1017,925,52.37,525,494,51.52,41,36,53.25,7.81,92.71,1736,1636,51.48,869,856,50.38,15,34,30.61,1.73,96.03,7.38,92.4,0.998,82,3864.966667,46,28.33333333,7.666666667,42.66666667,99.66666667,0.607666667,3583.666667,3288,52.16,2670.666667,2491,51.76333333,1910.333333,1789,51.66333333,155.6666667,135.6666667,53.32666667,143.7966667,130.9733333,52.33333333,1670.333333,1495,52.76,1026.333333,941.3333333,52.14333333,134.3333333,108.3333333,55.25333333,13.05,88.47666667,655.6666667,593.3333333,52.49,485.3333333,460,51.31666667,87,70.66666667,54.88333333,17.82666667,84.59333333,1014.666667,901.6666667,52.94333333,541,481.3333333,52.90666667,47.33333333,37.66666667,55.67,8.743333333,92.17,1690,1575.333333,51.75666667,835.6666667,797,51.23666667,21.33333333,26.66666667,44.6,2.57,96.67666667,8.136666667,92.41,1.005666667
Tampa Bay Lightning,1819,0.756097561,0.658536585,0.577235772,82,3896.3667,54,23,5,48,113,0.689,3877,3630,51.65,2923,2756,51.47,2095,2070,50.3,196,146,57.31,161.61,141.89,53.25,1878,1667,52.98,1160,1104,51.24,171,124,57.97,14.74,88.77,737,615,54.51,534,483,52.51,106,71,59.89,19.85,85.3,1141,1052,52.03,626,621,50.2,65,53,55.08,10.38,91.47,1728,1715,50.19,840,879,48.87,24,20,54.55,2.86,97.72,9.36,92.95,1.023,82,3876.45,47.33333333,28,6.666666667,43,101.3333333,0.617666667,3674.333333,3433.666667,51.7,2749.666667,2620,51.20666667,1952.666667,1916.666667,50.48333333,161.3333333,138.6666667,53.54666667,147.4666667,135.6933333,52.04666667,1710,1559.666667,52.28,1043,1003,50.98666667,139.6666667,111.3333333,55.44,13.31,88.90333333,664.3333333,606.6666667,52.23,482,474.3333333,50.39333333,87.33333333,70.33333333,55.07333333,18.01,85.14666667,1045.666667,953,52.33666667,561,528.6666667,51.58666667,52.33333333,41,56.11,9.26,92.32,1728,1644.333333,51.25333333,846.6666667,849,49.94333333,21.33333333,26,45.39333333,2.533333333,96.93,8.223333333,92.76666667,1.01
Tampa Bay Lightning,1920,0.614285714,0.756097561,0.642276423,82,3907.4,62,16,4,56,128,0.78,3826,3590,51.59,2882,2728,51.37,2102,2003,51.21,206,157,56.75,164.93,147.56,52.78,1898,1750,52.03,1173,1119,51.18,179,143,55.59,15.26,87.22,745,673,52.54,561,496,53.07,114,96,54.29,20.32,80.65,1153,1077,51.7,612,623,49.55,65,47,58.04,10.62,92.46,1689,1577,51.71,841,799,51.28,27,14,65.85,3.21,98.25,9.8,92.16,1.02,82,3903.6,52.66666667,23,6.333333333,47.33333333,111.6666667,0.680666667,3766,3546,51.5,2832.666667,2703.666667,51.15333333,2031.333333,1993.333333,50.46,180.6666667,149.3333333,54.39333333,157.1233333,142.8166667,52.35333333,1808.333333,1661,52.1,1106.666667,1075.666667,50.66333333,158.3333333,125.6666667,55.58333333,14.22,88.34333333,704.6666667,643,52.23333333,519,496.3333333,51.03666667,101.3333333,80.33333333,55.78,19.45,83.81333333,1103.666667,1018,52.03333333,587.6666667,579.3333333,50.42333333,57,45.33333333,55.45666667,9.603333333,92.21333333,1717.666667,1642.666667,51.12666667,850,844.6666667,50.17666667,22,22.66666667,50.33666667,2.6,97.33333333,8.846666667,92.50333333,1.013666667
Tampa Bay Lightning,2021,0.642857143,0.614285714,0.67630662,70,3293.9333,43,21,6,41,92,0.657,3121,2852,52.25,2336,2194,51.57,1669,1634,50.53,162,122,57.04,136.18,117.57,53.67,1595,1351,54.14,981,868,53.06,147,101,59.27,14.98,88.36,607,511,54.29,455,399,53.28,89,62,58.94,19.56,84.46,988,840,54.05,526,469,52.86,58,39,59.79,11.03,91.68,1310,1317,49.87,619,685,47.47,15,21,41.67,2.42,96.93,9.71,92.53,1.022,78,3699.233333,53,20,5,48.33333333,111,0.708666667,3608,3357.333333,51.83,2713.666667,2559.333333,51.47,1955.333333,1902.333333,50.68,188,141.6666667,57.03333333,154.24,135.6733333,53.23333333,1790.333333,1589.333333,53.05,1104.666667,1030.333333,51.82666667,165.6666667,122.6666667,57.61,14.99333333,88.11666667,696.3333333,599.6666667,53.78,516.6666667,459.3333333,52.95333333,103,76.33333333,57.70666667,19.91,83.47,1094,989.6666667,52.59333333,588,571,50.87,62.66666667,46.33333333,57.63666667,10.67666667,91.87,1575.666667,1536.333333,50.59,766.6666667,787.6666667,49.20666667,22,18.33333333,54.02333333,2.83,97.63333333,9.623333333,92.54666667,1.021666667
Tampa Bay Lightning,2122,0.617283951,0.642857143,0.671080139,56,2626.0667,36,17,3,35,75,0.67,2345,2133,52.37,1796,1631,52.41,1317,1230,51.71,111,97,53.37,101.03,88.6,53.28,1195,1098,52.12,744,697,51.63,95,85,52.78,12.77,87.8,448,415,51.91,360,332,52.02,68,49,58.12,18.89,85.24,747,683,52.24,384,365,51.27,27,36,42.86,7.03,90.14,1013,895,53.09,531,479,52.57,16,12,57.14,3.01,97.49,8.43,92.11,1.005,69.33333333,3275.8,47,18,4.333333333,44,98.33333333,0.702333333,3097.333333,2858.333333,52.07,2338,2184.333333,51.78333333,1696,1622.333333,51.15,159.6666667,125.3333333,55.72,134.0466667,117.91,53.24333333,1562.666667,1399.666667,52.76333333,966,894.6666667,51.95666667,140.3333333,109.6666667,55.88,14.33666667,87.79333333,600,533,52.91333333,458.6666667,409,52.79,90.33333333,69,57.11666667,19.59,83.45,962.6666667,866.6666667,52.66333333,507.3333333,485.6666667,51.22666667,50,40.66666667,53.56333333,9.56,91.42666667,1337.333333,1263,51.55666667,663.6666667,654.3333333,50.44,19.33333333,15.66666667,54.88666667,2.88,97.55666667,9.313333333,92.26666667,1.015666667
Tampa Bay Lightning,2223,0.56097561,0.617283951,0.624808936,81,3870.4667,50,23,8,48,108,0.667,3550,3426,50.89,2736,2616,51.12,1929,1894,50.46,183,148,55.29,168.55,153.06,52.41,1928,1797,51.76,1119,1063,51.28,156,129,54.74,13.94,87.86,789,679,53.75,555,505,52.36,99,92,51.83,17.84,81.78,1139,1118,50.47,564,558,50.27,57,37,60.64,10.11,93.37,1771,1746,50.36,752,758,49.8,26,19,57.78,3.46,97.49,9.49,92.19,1.017,69,3263.4889,43,20.33333333,5.666666667,41.33333333,91.66666667,0.664666667,3005.333333,2803.666667,51.83666667,2289.333333,2147,51.7,1638.333333,1586,50.9,152,122.3333333,55.23333333,135.2533333,119.7433333,53.12,1572.666667,1415.333333,52.67333333,948,876,51.99,132.6666667,105,55.59666667,13.89666667,88.00666667,614.6666667,535,53.31666667,456.6666667,412,52.55333333,85.33333333,67.66666667,56.29666667,18.76333333,83.82666667,958,880.3333333,52.25333333,491.3333333,464,51.46666667,47.33333333,37.33333333,54.43,9.39,91.73,1364.666667,1319.333333,51.10666667,634,640.6666667,49.94666667,19,17.33333333,52.19666667,2.963333333,97.30333333,9.21,92.27666667,1.014666667
Tampa Bay Lightning,2324,0.548780488,0.56097561,0.607038901,82,3916.0833,46,30,6,43,98,0.598,3804,3590,51.45,2834,2700,51.21,1991,1992,49.99,175,162,51.93,182.25,171.88,51.46,1998,1847,51.96,1134,1086,51.08,148,134,52.48,13.05,87.66,853,756,53.01,590,557,51.44,104,77,57.46,17.63,86.18,1145,1091,51.21,544,529,50.7,44,57,43.56,8.09,89.22,2078,1914,52.05,788,822,48.94,26,28,48.15,3.3,96.59,8.79,91.87,1.007,73,3470.872233,44,23.33333333,5.666666667,42,93.66666667,0.645,3233,3049.666667,51.57,2455.333333,2315.666667,51.58,1745.666667,1705.333333,50.72,156.3333333,135.6666667,53.53,150.61,137.8466667,52.38333333,1707,1580.666667,51.94666667,999,948.6666667,51.33,133,116,53.33333333,13.25333333,87.77333333,696.6666667,616.6666667,52.89,501.6666667,464.6666667,51.94,90.33333333,72.66666667,55.80333333,18.12,84.4,1010.333333,964,51.30666667,497.3333333,484,50.74666667,42.66666667,43.33333333,49.02,8.41,90.91,1620.666667,1518.333333,51.83333333,690.3333333,686.3333333,50.43666667,22.66666667,19.66666667,54.35666667,3.256666667,97.19,8.903333333,92.05666667,1.009666667
Toronto Maple Leafs,1415,0.365853659,0.463414634,0.447154472,82,3914.15,38,36,8,29,84,0.512,3258,4350,42.82,2417,3308,42.22,1746,2281,43.36,148,166,47.13,131.57,173.5,43.13,1468,1927,43.24,906,1111,44.92,121,141,46.18,13.36,87.31,524,730,41.79,394,522,43.01,70,88,44.3,17.77,83.14,944,1197,44.09,512,589,46.5,51,53,49.04,9.96,91,1557,2139,42.13,787,1096,41.8,27,24,52.94,3.43,97.81,8.48,92.72,1.012,82,3900.438867,36.66666667,35.66666667,9.666666667,30.66666667,83,0.506,3495.333333,4026,46.49,2515.333333,2997,45.69666667,1781.666667,2083.333333,46.15666667,150,167,47.35333333,137.93,160.9533333,46.16333333,1604.333333,1827.666667,46.71666667,948.3333333,1061.666667,47.18666667,122,142,46.26,12.86666667,86.62666667,556.3333333,702,44.18333333,415.6666667,516.3333333,44.54333333,74.33333333,85,46.63333333,17.88333333,83.55333333,1048,1125.666667,48.17666667,532.6666667,545.3333333,49.44,47.66666667,57,45.7,8.976666667,89.5,1642.666667,1906.333333,46.38333333,777.6666667,945.6666667,45.29,27.66666667,24.66666667,52.59333333,3.556666667,97.35666667,8.423333333,91.94666667,1.003666667
Toronto Maple Leafs,1516,0.353658537,0.365853659,0.418699187,82,3853.5667,30,44,8,25,68,0.415,3360,3875,46.44,2531,2948,46.19,1809,2092,46.37,136,171,44.3,133.7,166.19,44.58,1502,1841,44.93,927,1108,45.55,109,136,44.49,11.76,87.73,576,725,44.27,444,530,45.59,69,81,46,15.54,84.72,926,1116,45.35,483,578,45.52,40,55,42.11,8.28,90.48,1622,1766,47.87,830,920,47.43,26,34,43.33,3.13,96.3,7.52,91.83,0.993,82,3914.566667,34.33333333,39,8.666666667,28.33333333,77.33333333,0.471666667,3428,4019,46.05,2520.666667,3035.333333,45.41666667,1794.666667,2121.666667,45.86666667,145.6666667,172,45.83666667,137.9466667,166.4233333,45.30666667,1570,1854.666667,45.79333333,943.3333333,1096,46.24333333,120.3333333,144.6666667,45.38666667,12.75333333,86.78333333,570.3333333,723,44.05666667,434,530.3333333,44.95333333,74,86.33333333,46.09333333,17.06666667,83.72,999.6666667,1131.666667,46.83333333,509.3333333,565.6666667,47.38666667,46.33333333,58.33333333,44.29666667,9.083333333,89.61333333,1622,1881.666667,46.41,796,958.6666667,45.5,25,26.66666667,48.75666667,3.136666667,97.18333333,8.123333333,91.85333333,0.999666667
Toronto Maple Leafs,1617,0.487804878,0.353658537,0.394308943,82,3866.3,29,42,11,23,69,0.421,3771,3573,51.35,2764,2784,49.82,1887,1981,48.78,120,160,42.86,148.84,146.3,50.43,1665,1558,51.66,966,983,49.56,103,128,44.59,10.66,86.98,610,594,50.66,457,435,51.23,70,72,49.3,15.32,83.45,1055,964,52.25,509,548,48.16,33,56,37.08,6.48,89.78,1824,1783,50.57,861,940,47.81,15,31,32.61,1.74,96.7,6.36,91.92,0.983,82,3878.005567,32.33333333,40.66666667,9,25.66666667,73.66666667,0.449333333,3463,3932.666667,46.87,2570.666667,3013.333333,46.07666667,1814,2118,46.17,134.6666667,165.6666667,44.76333333,138.0366667,161.9966667,46.04666667,1545,1775.333333,46.61,933,1067.333333,46.67666667,111,135,45.08666667,11.92666667,87.34,570,683,45.57333333,431.6666667,495.6666667,46.61,69.66666667,80.33333333,46.53333333,16.21,83.77,975,1092.333333,47.23,501.3333333,571.6666667,46.72666667,41.33333333,54.66666667,42.74333333,8.24,90.42,1667.666667,1896,46.85666667,826,985.3333333,45.68,22.66666667,29.66666667,42.96,2.766666667,96.93666667,7.453333333,92.15666667,0.996
Toronto Maple Leafs,1718,0.597560976,0.487804878,0.402439024,82,3971.05,40,27,15,39,95,0.579,3937,3876,50.39,2940,2969,49.75,2028,2087,49.28,169,161,51.21,164.05,159.75,50.66,1875,1703,52.4,1124,1042,51.89,138,130,51.49,12.28,87.52,707,670,51.34,524,503,51.02,102,83,55.14,19.47,83.5,1168,1033,53.07,600,539,52.68,36,47,43.37,6,91.28,1714,1857,48,842,979,46.24,31,31,50,3.68,96.83,8.33,92.29,1.006,82,3896.972233,33,37.66666667,11.33333333,29,77.33333333,0.471666667,3689.333333,3774.666667,49.39333333,2745,2900.333333,48.58666667,1908,2053.333333,48.14333333,141.6666667,164,46.12333333,148.8633333,157.4133333,48.55666667,1680.666667,1700.666667,49.66333333,1005.666667,1044.333333,49,116.6666667,131.3333333,46.85666667,11.56666667,87.41,631,663,48.75666667,475,489.3333333,49.28,80.33333333,78.66666667,50.14666667,16.77666667,83.89,1049.666667,1037.666667,50.22333333,530.6666667,555,48.78666667,36.33333333,52.66666667,40.85333333,6.92,90.51333333,1720,1802,48.81333333,844.3333333,946.3333333,47.16,24,32,41.98,2.85,96.61,7.403333333,92.01333333,0.994
Toronto Maple Leafs,1819,0.56097561,0.597560976,0.479674797,82,4045.0667,49,26,7,42,105,0.64,3965,3993,49.82,2926,3086,48.67,2076,2215,48.38,187,158,54.2,175.06,174.13,50.13,2025,1847,52.3,1202,1136,51.41,162,128,55.86,13.48,88.73,774,726,51.6,574,535,51.76,107,86,55.44,18.64,83.93,1251,1121,52.74,628,601,51.1,55,42,56.7,8.76,93.01,1607,1817,46.93,756,972,43.75,24,30,44.44,3.17,96.91,9.01,92.87,1.019,82,3960.805567,39.33333333,31.66666667,11,34.66666667,89.66666667,0.546666667,3891,3814,50.52,2876.666667,2946.333333,49.41333333,1997,2094.333333,48.81333333,158.6666667,159.6666667,49.42333333,162.65,160.06,50.40666667,1855,1702.666667,52.12,1097.333333,1053.666667,50.95333333,134.3333333,128.6666667,50.64666667,12.14,87.74333333,697,663.3333333,51.2,518.3333333,491,51.33666667,93,80.33333333,53.29333333,17.81,83.62666667,1158,1039.333333,52.68666667,579,562.6666667,50.64666667,41.33333333,48.33333333,45.71666667,7.08,91.35666667,1715,1819,48.5,819.6666667,963.6666667,45.93333333,23.33333333,30.66666667,42.35,2.863333333,96.81333333,7.9,92.36,1.002666667
Toronto Maple Leafs,1920,0.514285714,0.56097561,0.548780488,82,4084.4833,46,28,8,46,100,0.61,4396,4102,51.73,3184,3180,50.03,2176,2247,49.2,206,170,54.79,179.57,174.8,50.67,2200,1942,53.11,1238,1147,51.91,169,149,53.14,13.65,87.01,830,737,52.97,607,530,53.39,109,94,53.69,17.96,82.26,1370,1205,53.2,631,617,50.56,60,55,52.17,9.51,91.09,1817,1844,49.63,845,985,46.17,37,21,63.79,4.38,97.87,9.47,92.43,1.019,82,4033.533333,45,27,10,42.33333333,100,0.609666667,4099.333333,3990.333333,50.64666667,3016.666667,3078.333333,49.48333333,2093.333333,2183,48.95333333,187.3333333,163,53.4,172.8933333,169.56,50.48666667,2033.333333,1830.666667,52.60333333,1188,1108.333333,51.73666667,156.3333333,135.6666667,53.49666667,13.13666667,87.75333333,770.3333333,711,51.97,568.3333333,522.6666667,52.05666667,106,87.66666667,54.75666667,18.69,83.23,1263,1119.666667,53.00333333,619.6666667,585.6666667,51.44666667,50.33333333,48,50.74666667,8.09,91.79333333,1712.666667,1839.333333,48.18666667,814.3333333,978.6666667,45.38666667,30.66666667,27.33333333,52.74333333,3.743333333,97.20333333,8.936666667,92.53,1.014666667
Toronto Maple Leafs,2021,0.625,0.514285714,0.557607433,70,3455.0167,36,25,9,35,81,0.579,3466,3196,52.03,2598,2463,51.33,1844,1775,50.95,158,157,50.16,146.42,139.67,51.18,1703,1538,52.55,1014,939,51.92,132,137,49.07,13.02,85.41,661,637,50.92,485,492,49.64,92,93,49.73,18.97,81.1,1042,901,53.63,529,447,54.2,40,44,47.62,7.56,90.16,1551,1441,51.84,770,756,50.46,26,20,56.52,3.38,97.35,8.57,91.15,0.997,78,3861.522233,43.66666667,26.33333333,8,41,95.33333333,0.609666667,3942.333333,3763.666667,51.19333333,2902.666667,2909.666667,50.01,2032,2079,49.51,183.6666667,161.6666667,53.05,167.0166667,162.8666667,50.66,1976,1775.666667,52.65333333,1151.333333,1074,51.74666667,154.3333333,138,52.69,13.38333333,87.05,755,700,51.83,555.3333333,519,51.59666667,102.6666667,91,52.95333333,18.52333333,82.43,1221,1075.666667,53.19,596,555,51.95333333,51.66666667,47,52.16333333,8.61,91.42,1658.333333,1700.666667,49.46666667,790.3333333,904.3333333,46.79333333,29,23.66666667,54.91666667,3.643333333,97.37666667,9.016666667,92.15,1.011666667
Toronto Maple Leafs,2122,0.666666667,0.625,0.566753775,56,2749.7667,35,14,7,34,77,0.688,2456,2359,51.01,1885,1764,51.66,1364,1243,52.32,132,95,58.15,117.72,96.73,54.89,1390,1162,54.47,855,632,57.5,117,77,60.31,13.68,87.82,553,421,56.78,421,301,58.31,74,53,58.27,17.58,82.39,837,741,53.04,434,331,56.73,43,24,64.18,9.91,92.75,948,1035,47.81,474,553,46.15,15,18,45.45,3.16,96.75,9.68,92.36,1.02,69.33333333,3429.755567,39,22.33333333,8,38.33333333,86,0.625666667,3439.333333,3219,51.59,2555.666667,2469,51.00666667,1794.666667,1755,50.82333333,165.3333333,140.6666667,54.36666667,147.9033333,137.0666667,52.24666667,1764.333333,1547.333333,53.37666667,1035.666667,906,53.77666667,139.3333333,121,54.17333333,13.45,86.74666667,681.3333333,598.3333333,53.55666667,504.3333333,441,53.78,91.66666667,80,53.89666667,18.17,81.91666667,1083,949,53.29,531.3333333,465,53.83,47.66666667,41,54.65666667,8.993333333,91.33333333,1438.666667,1440,49.76,696.3333333,764.6666667,47.59333333,26,19.66666667,55.25333333,3.64,97.32333333,9.24,91.98,1.012
Toronto Maple Leafs,2223,0.609756098,0.666666667,0.601984127,81,3979.4,54,20,7,51,115,0.71,4074,3533,53.56,3070,2711,53.1,2232,1993,52.83,208,182,53.33,190.58,154.43,55.24,2239,1762,55.96,1337,1070,55.55,182,160,53.22,13.61,85.05,880,693,55.94,637,504,55.83,112,107,51.14,17.58,78.77,1359,1069,55.97,700,566,55.29,70,53,56.91,10,90.64,1680,1570,51.69,818,814,50.12,25,22,53.19,3.06,97.3,9.32,90.87,1.002,69,3394.7278,41.66666667,19.66666667,7.666666667,40,91,0.659,3332,3029.333333,52.2,2517.666667,2312.666667,52.03,1813.333333,1670.333333,52.03333333,166,144.6666667,53.88,151.5733333,130.2766667,53.77,1777.333333,1487.333333,54.32666667,1068.666667,880.3333333,54.99,143.6666667,124.6666667,54.2,13.43666667,86.09333333,698,583.6666667,54.54666667,514.3333333,432.3333333,54.59333333,92.66666667,84.33333333,53.04666667,18.04333333,80.75333333,1079.333333,903.6666667,54.21333333,554.3333333,448,55.40666667,51,40.33333333,56.23666667,9.156666667,91.18333333,1393,1348.666667,50.44666667,687.3333333,707.6666667,48.91,22,20,51.72,3.2,97.13333333,9.19,91.46,1.006333333
Toronto Maple Leafs,2324,0.56097561,0.609756098,0.633807588,82,3944.3833,50,21,11,49,111,0.677,3764,3606,51.07,2849,2637,51.93,2047,1858,52.42,184,142,56.44,190.8,165.58,53.54,2126,1808,54.04,1199,987,54.85,162,125,56.45,13.51,87.34,914,767,54.37,640,523,55.03,103,69,59.88,16.09,86.81,1212,1041,53.79,559,464,54.64,59,56,51.3,10.55,87.93,1472,1574,48.33,777,773,50.13,22,17,56.41,2.83,97.8,8.99,92.36,1.013,73,3557.85,46.33333333,18.33333333,8.333333333,44.66666667,101,0.691666667,3431.333333,3166,51.88,2601.333333,2370.666667,52.23,1881,1698,52.52333333,174.6666667,139.6666667,55.97333333,166.3666667,138.9133333,54.55666667,1918.333333,1577.333333,54.82333333,1130.333333,896.3333333,55.96666667,153.6666667,120.6666667,56.66,13.6,86.73666667,782.3333333,627,55.69666667,566,442.6666667,56.39,96.33333333,76.33333333,56.43,17.08333333,82.65666667,1136,950.3333333,54.26666667,564.3333333,453.6666667,55.55333333,57.33333333,44.33333333,57.46333333,10.15333333,90.44,1366.666667,1393,49.27666667,689.6666667,713.3333333,48.8,20.66666667,19,51.68333333,3.016666667,97.28333333,9.33,91.86333333,1.011666667
Vancouver Canucks,1415,0.585365854,0.43902439,0.573170732,82,3881.4,36,35,11,31,83,0.506,3699,3503,51.36,2715,2540,51.67,1915,1829,51.15,139,142,49.47,143.76,140.12,50.64,1644,1683,49.41,906,963,48.48,109,123,46.98,12.03,87.23,649,620,51.14,460,447,50.72,73,84,46.5,15.87,81.21,995,1063,48.35,446,516,46.36,36,39,48,8.07,92.44,1697,1574,51.88,894,816,52.28,28,18,60.87,3.13,97.79,7.26,92.24,0.995,82,3844.394433,47,25.33333333,9.666666667,41.33333333,103.6666667,0.632,3683.666667,3386,52.11333333,2708,2525.333333,51.74333333,1935.333333,1867,50.9,152.6666667,132.3333333,53.54,143.2366667,144.32,49.80333333,1657,1644.333333,50.19,957.6666667,1007.666667,48.71333333,121.3333333,114.3333333,51.43333333,12.65,88.62333333,669.6666667,677,49.74,489.3333333,513,48.88666667,87.33333333,80,52.03,17.82333333,84.20666667,987.3333333,967.3333333,50.57,468.3333333,494.6666667,48.62666667,34,34.33333333,49.68666667,7.263333333,93.07333333,1710.666667,1497.666667,53.33333333,888,797,52.71666667,29.66666667,17.66666667,62.70666667,3.34,97.78666667,7.886666667,92.90666667,1.007666667
Vancouver Canucks,1516,0.37804878,0.585365854,0.548780488,82,3925.9,48,29,5,42,101,0.616,3507,3572,49.54,2638,2601,50.35,1928,1895,50.43,149,158,48.53,141.88,151.43,48.37,1638,1757,48.25,972,1020,48.8,128,139,47.94,13.17,86.37,676,712,48.7,492,529,48.19,88,97,47.57,17.89,81.66,962,1045,47.93,480,491,49.43,40,42,48.78,8.33,91.45,1606,1559,50.74,866,811,51.64,20,19,51.28,2.31,97.66,7.73,91.66,0.994,82,3879.4,45,28.66666667,8.333333333,38.66666667,98.33333333,0.599666667,3621.333333,3450.333333,51.21666667,2670.666667,2547,51.18666667,1919.333333,1878.333333,50.54333333,148.3333333,143.6666667,50.83666667,140.8033333,145.4066667,49.20333333,1634,1680.666667,49.31333333,940.6666667,1000,48.47333333,119.6666667,124.3333333,49.09333333,12.70666667,87.56333333,653.3333333,671,49.36333333,476.3333333,505,48.62,85,87.33333333,49.26,17.82333333,82.61333333,980.6666667,1009.666667,49.32,464.3333333,495,48.40333333,34.66666667,37,48.35333333,7.466666667,92.53666667,1677,1522.666667,52.41666667,884,815.6666667,52.00666667,27.33333333,19,58.37,3.083333333,97.67,7.73,92.34666667,1.000666667
Vancouver Canucks,1617,0.365853659,0.37804878,0.467479675,82,3947.6333,31,38,13,26,75,0.457,3271,3658,47.21,2447,2809,46.56,1802,2048,46.81,123,153,44.57,128.38,162.76,44.1,1544,1913,44.66,953,1178,44.72,99,132,42.86,10.39,88.79,612,773,44.19,469,556,45.76,68,86,44.16,14.5,84.53,932,1140,44.98,484,622,43.76,31,46,40.26,6.4,92.6,1450,1488,49.35,784,807,49.28,23,21,52.27,2.93,97.4,6.83,92.53,0.994,82,3918.3111,38.33333333,34,9.666666667,33,86.33333333,0.526333333,3492.333333,3577.666667,49.37,2600,2650,49.52666667,1881.666667,1924,49.46333333,137,151,47.52333333,138.0066667,151.4366667,47.70333333,1608.666667,1784.333333,47.44,943.6666667,1053.666667,47.33333333,112,131.3333333,45.92666667,11.86333333,87.46333333,645.6666667,701.6666667,48.01,473.6666667,510.6666667,48.22333333,76.33333333,89,46.07666667,16.08666667,82.46666667,963,1082.666667,47.08666667,470,543,46.51666667,35.66666667,42.33333333,45.68,7.6,92.16333333,1584.333333,1540.333333,50.65666667,848,811.3333333,51.06666667,23.66666667,19.33333333,54.80666667,2.79,97.61666667,7.273333333,92.14333333,0.994333333
