csdid,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30,col31,col32,col33,col34,col35,col36,col37,col38,col39,col40,col41,col42,col43,col44,col45,col46,col47,col48,col49,col50,col51,col52,col53,col54,col55,col56,col59,col60,col61,col62,col63,col64,col65,col66,col67,col68,col69,col70,col71,col72,col73,col74,col75,col76,col77,col78,col79,col80,col81,col82,col83,col84,col85,col86,col88,col89,col90,col91,col92,col93,col94,col95,col96
2157,5015,4882,2074,17.8,282.48,44.1,46.4,2.5,4950,1970,1715,30,20,35,160,0,5,0,4165,2670,1495,2.8,1.9,1515,1310,205,0.29,44200,38600,4950,4715,5,210,20,4950,4890,40,0,20,4940,420,4950,4660,240,4945,220,4730,4945,185,4765,130,4945,0,2710,0,0,20,0,15,45,2135,4095,885,1305,1900,59.6,54.6,8.4,4890,4400,200,295,46280,40280,43400,37320,92500,80500,1825,440,675,445,135,135,1525,400000,455600
2158,4801,4774,2180,21.5,222.79,45.6,49.2,2.4,4735,1940,1625,65,45,35,170,0,0,0,4055,2575,1480,2.8,1.8,1450,1265,185,0.3,42800,37600,4780,4580,0,185,15,4780,4725,40,0,10,4725,275,4780,4495,225,4735,280,4460,4735,75,4665,50,4735,0,2805,0,0,0,0,0,0,1915,3995,730,1280,1990,53.9,48.6,10,4710,4330,90,295,44560,37600,43160,37160,88600,74800,1600,340,535,465,135,125,1590,400000,477200
2160,2233,2078,934,8.1,274.58,45,49.6,2.6,2230,865,850,10,0,5,0,0,0,0,1885,1230,660,2.7,1.8,700,610,95,0.29,38400,34400,2235,2170,0,50,10,2235,2215,5,0,10,2215,175,2235,2100,120,2225,150,2080,2225,95,2135,25,2225,0,1330,0,0,0,0,0,25,870,1875,340,675,855,55.2,49.6,10.6,2185,2020,45,120,44720,38680,42680,37000,92800,80200,765,220,165,160,130,95,710,400000,442000
2163,436,346,533,2.2,201.04,53,60,2.1,435,205,205,0,0,0,0,0,0,0,395,235,155,2.4,1.6,135,120,15,0.33,38000,35000,435,410,0,30,0,435,430,10,0,0,430,15,435,415,15,435,60,375,435,0,430,0,435,0,200,0,0,0,0,0,10,225,375,65,115,195,33.3,24,24,435,385,0,45,47200,40200,39200,34600,86000,73500,70,15,20,20,0,10,180,376000,432000
2165,1612,1401,1290,7.4,217.44,50.7,57.2,2.1,1605,755,700,5,0,0,5,0,10,35,1445,895,550,2.5,1.7,510,435,70,0.35,43200,38400,1610,1550,0,65,0,1610,1595,15,0,0,1540,110,1610,1540,60,1535,170,1365,1535,20,1520,0,1535,0,855,0,0,0,0,0,30,650,1425,330,395,700,47.4,38.9,17.8,1525,1375,30,120,43200,37120,42760,36400,80000,68800,415,185,135,40,15,35,675,360000,482000
2166,4065,3881,2007,17.9,227.54,50.4,56,2.1,3850,1800,1295,20,75,45,340,0,0,20,3570,1960,1610,2.6,1.7,1145,945,200,0.31,36600,33000,3860,3700,0,145,10,3860,3810,45,0,10,3850,165,3860,3680,150,3855,515,3340,3855,95,3755,30,3855,0,2205,0,0,0,0,0,15,1615,3310,830,1060,1430,47.3,41.5,11.8,3815,3300,230,280,39920,35280,38040,33440,72100,63750,1180,690,270,110,20,90,1185,348000,383000
2168,4385,4078,3529,4.5,966.58,51.3,57.6,2.2,4355,2005,1950,0,0,5,15,5,5,20,3900,2600,1305,2.5,1.7,1425,1275,150,0.32,47400,40400,4385,4190,0,190,5,4385,4325,50,5,5,4355,275,4385,4150,200,4355,470,3885,4355,70,4285,60,4355,15,2640,0,0,0,0,0,25,1670,3895,760,1300,1830,47.9,40.4,15.3,4345,3905,60,375,44640,38440,43280,36840,85100,73300,1305,360,470,250,80,140,1815,400000,476000
2171,6509,6355,2772,32.2,202.22,45.2,49.2,2.5,6510,2600,2355,40,10,25,155,0,5,10,5580,3565,2015,2.8,1.8,2020,1770,255,0.3,44800,37600,6510,6210,0,295,10,6510,6445,55,0,10,6510,345,6510,6215,230,6510,215,6295,6510,210,6300,65,6510,10,3135,65,20,0,0,0,40,3240,5585,1045,1905,2635,58.7,54,7.9,6460,5685,175,605,49080,41480,46640,39560,102700,86700,2555,620,885,490,185,375,2180,500000,588000
2172,11059,10942,4685,43.2,256.03,45.4,49.6,2.6,11035,4280,4050,25,15,30,35,0,10,125,9525,6505,3015,2.8,1.7,3560,3220,335,0.31,51700,43500,11055,10355,0,685,15,11055,10925,115,0,15,11015,635,11055,10515,460,11035,285,10750,11035,390,10645,190,11035,20,5640,0,75,50,0,0,60,5190,9500,1360,2810,5335,62.6,55.9,10.7,10970,10220,205,550,59600,48400,56650,46240,129200,105000,4315,1285,1450,675,480,425,3940,695000,707000
2174,20519,19440,9520,915.7,22.41,49.9,54.8,2.2,19780,9135,5255,405,1120,170,1785,360,30,0,17985,10200,7785,2.6,1.7,6070,4995,1080,0.32,51550,44320,20070,18545,5,1470,45,20070,19750,265,10,40,19755,1630,20070,18600,1245,19780,525,19255,19780,990,18785,485,19780,65,10940,60,20,75,0,0,155,8450,17245,2540,5550,9155,50.8,44.5,12.4,19660,17270,965,1425,52000,44040,49280,41680,95800,81200,6185,3365,1265,655,455,455,6270,600000,616500
2175,7473,6869,3323,18.8,398.25,45.7,49.6,2.6,7420,2825,2720,15,5,10,60,0,5,5,6460,4335,2125,2.8,1.7,2370,2135,235,0.32,59300,49200,7470,6980,0,465,20,7470,7350,85,10,20,7395,605,7470,7010,390,7420,215,7210,7420,435,6985,170,7420,0,4090,0,10,0,90,10,70,3130,6415,960,1980,3470,62.3,55.1,11.5,7385,6710,100,575,57500,46880,55250,45400,127500,104000,2745,625,945,465,220,485,2520,700000,740000
2178,4658,4109,1985,28.8,161.62,44.5,46,2.5,4540,1820,1665,50,0,5,95,0,0,5,3895,2545,1355,2.7,1.8,1435,1250,185,0.29,47000,40400,4610,4425,0,180,5,4610,4560,45,5,5,4530,190,4610,4435,140,4535,275,4265,4535,145,4390,55,4540,0,2335,0,0,0,0,0,0,2165,3800,605,1320,1880,58.2,52.4,10,4495,4075,140,280,46880,40200,47440,40600,92100,79000,1655,390,480,485,110,180,1550,500000,533000
2179,7087,6670,3050,20.5,346.15,45.3,49.2,2.6,6970,2735,2445,15,35,20,55,0,10,150,5980,4030,1950,2.8,1.8,2205,1980,225,0.3,57000,47800,7085,6670,0,405,5,7085,7005,70,5,5,6970,360,7085,6755,255,6970,170,6800,6970,195,6775,75,6970,10,4145,0,0,40,0,0,30,2730,5865,755,1765,3345,59.6,54.1,9.2,6900,6360,225,320,52950,44480,52150,43040,111600,93800,2480,655,1035,355,140,300,2295,600000,651000
2187,2877,2479,3693,3.9,746.35,51.8,59.2,2.1,2850,1365,1300,5,20,0,40,0,0,0,2575,1695,885,2.5,1.7,910,830,80,0.35,42000,36000,2875,2710,0,160,0,2875,2850,20,5,0,2855,205,2875,2725,140,2850,55,2795,2850,55,2800,60,2855,0,1465,0,0,0,0,0,30,1330,2545,370,810,1360,45.2,39.1,13.5,2840,2585,25,230,54750,44920,49320,40640,101000,82800,785,225,145,165,95,150,1240,500000,662000
2188,6439,5397,5750,7.7,833.72,51.7,58,2.2,6385,2950,2910,5,5,15,10,0,0,5,5805,3985,1820,2.5,1.6,2160,1945,210,0.35,60400,49900,6440,6135,0,290,10,6440,6365,55,5,10,6365,535,6440,6030,350,6385,205,6185,6385,125,6260,115,6385,15,3370,10,25,20,0,20,30,2905,5755,825,1760,3170,48,43.4,9.6,6370,5785,80,500,56750,46360,57850,45880,108300,88500,1820,400,405,430,195,390,2750,700000,781000
2191,126666,119677,40275,1900.6,66.64,38.6,38.4,3.2,126245,39485,25560,2265,6020,1385,1610,2635,10,5,102860,59825,43035,3.2,1.8,35825,29200,6625,0.29,55350,46160,126415,114445,100,9420,2450,126415,121685,1595,740,2395,123800,50320,126415,83320,35270,126245,1270,124975,126245,81560,44690,10120,126245,815,64165,14675,280,17770,1640,20,660,26225,102455,13840,29155,59470,66.9,57.9,13.4,124980,113205,4435,7335,54300,45440,52050,42960,134000,112200,39745,8600,10405,9325,5430,5985,32960,850000,874000
2194,101427,92013,36852,166,610.84,39.6,39.2,2.8,100730,35955,27945,1075,3125,910,2290,525,30,65,81810,51000,30805,3,1.8,29830,25190,4640,0.29,62950,51950,100950,92865,70,7565,450,100950,98875,1405,245,425,100280,13750,100950,89295,9390,100730,2635,98095,100730,16615,84115,3140,100730,335,54345,2025,195,2885,235,60,410,40235,81125,10980,23730,46420,66.9,59.5,11,99615,89615,3650,6350,59300,49080,56500,46760,128800,106600,36720,9040,12515,6875,3565,4725,30610,750000,772000
2195,21581,21617,8734,45.5,474.38,45.8,49.2,2.6,21285,8245,7360,155,80,135,445,50,20,5,18560,11765,6795,2.8,1.7,6665,5810,860,0.32,57750,47800,21395,19905,0,1440,50,21395,21140,190,20,50,21225,1660,21395,20040,1145,21285,500,20780,21285,1115,20170,425,21285,75,11305,60,50,135,20,0,110,9510,18265,2620,5750,9895,61.9,56.6,8.5,21175,19300,565,1310,60200,49120,57850,47160,129200,105500,7660,1970,1585,1755,1095,1255,6955,800000,848000
2197,21556,21176,8310,51.3,420.52,44.2,47.2,2.7,21405,8010,6520,125,390,145,675,135,20,5,18290,11435,6850,3,1.8,6415,5655,765,0.35,64200,51900,21480,19760,5,1640,70,21480,21205,175,35,65,21335,2655,21480,19290,1875,21410,345,21060,21410,1715,19685,465,21410,60,11855,80,220,215,15,10,80,8865,18140,2365,5340,10435,64.6,59.2,8.4,21255,19465,580,1210,67100,52100,70000,54450,146800,114100,7260,1980,1545,1590,1070,1070,6550,900000,1038000
2201,202022,195022,72017,2004.4,100.79,42.2,43.6,2.9,200925,69315,39295,2665,10505,2135,1695,12960,50,5,172050,103785,68265,3,1.7,59055,50260,8795,0.38,54900,44920,201040,173385,90,14745,12825,201040,184650,1280,2450,12660,188190,145915,201040,69025,119075,200925,510,200420,200925,133460,67465,30970,200925,4505,79490,5070,8585,26075,605,25,1690,74880,170980,19070,39335,112575,62.6,54.4,13.1,199595,179340,9585,10675,57100,45720,54450,43800,134000,107300,55290,9145,17865,16055,5975,6250,54210,1200000,1344000
2202,49864,45837,17154,241.6,206.42,40.8,41.6,3,49425,16705,12420,825,1805,445,940,250,10,0,40210,26360,13855,3.1,1.8,14590,12910,1680,0.34,65000,52700,49595,44420,15,3485,1680,49595,47270,390,295,1650,47750,21810,49595,30850,15985,49425,425,49000,49425,22860,26560,3200,49420,1040,26220,3510,435,2660,410,0,110,15035,39775,5140,10270,24370,66.1,59.2,10.5,48965,44030,1810,3125,64200,51550,65700,51900,147400,118300,14470,3130,3730,4110,1640,1860,14665,1000000,1194000
2203,62057,55445,22253,1241.1,50,40.9,42,2.9,61390,21505,12980,1490,3610,670,1535,1205,5,5,51480,31615,19865,3.1,1.7,18090,15470,2625,0.39,64900,51300,61720,54100,25,5410,2175,61720,58430,665,470,2150,59105,27770,61720,36915,22190,61395,445,60955,61395,23895,37500,5975,61395,815,31150,800,1460,3550,200,0,470,22930,50830,5505,12260,33070,67.3,59.4,11.8,60915,54455,2090,4375,71700,54850,69500,53600,161800,123800,18335,4615,4425,4770,2430,2090,17475,1000000,1215000
2206,34637,23991,11869,141.4,244.91,39.2,39.6,3,34125,11445,9295,400,1110,340,285,5,15,0,28005,17875,10130,3.1,1.8,10090,8775,1315,0.32,59800,49280,34200,30980,20,2185,1025,34200,32670,320,210,1005,33045,12405,34200,23625,9150,34125,465,33660,34120,10240,23885,2545,34125,470,17395,720,515,1325,115,0,260,13285,27505,3570,7295,16645,68.6,60.7,11.5,33690,29405,1210,3080,59950,48840,56700,46240,139200,113400,11340,2165,3235,2615,1755,1570,9605,1000000,1118000
2207,47642,45418,19368,165.6,287.69,41.9,42.8,2.6,47130,17895,14845,455,785,570,985,100,50,100,39870,23265,16605,2.9,1.7,14015,11455,2560,0.29,51750,43040,47160,44240,10,2425,480,47160,46235,365,100,465,46720,7560,47160,40320,5780,47135,1320,45810,47135,5955,41175,1670,47135,355,22215,245,400,895,60,65,295,22590,39360,6730,13310,19320,65.7,58.4,11.1,46715,42060,1810,2840,52800,44120,49520,41360,112700,94300,17835,3555,4420,3960,2405,3485,14485,750000,780000
2209,2794356,2731571,1253238,4427.8,631.1,41.5,39.6,2.4,2761285,1160890,270490,71955,62915,47810,162245,542625,2770,85,2410060,1213410,1196645,2.9,1.7,733220,580590,152635,0.44,55950,45680,2772630,2409655,2555,236915,123505,2772630,2590345,38695,22190,121390,2637775,1536605,2772630,1425805,1162715,2761285,22925,2738365,2761285,1537285,1224000,477230,2761285,62475,1274450,171980,99390,264155,21545,935,20730,845615,2377950,339500,555590,1482860,63.9,55,13.9,2736910,2382090,261975,92845,62050,49080,59500,46960,121200,96000,791470,130355,251795,222015,88655,98655,602915,900000,1131000
2212,76581,66502,24795,111.2,688.82,40,40.8,3.2,76090,23700,19120,1650,1825,335,480,255,15,15,63425,39430,24000,3.2,1.9,21925,19290,2640,0.32,64600,52700,76120,69675,30,4480,1935,76120,73320,575,320,1905,74170,31810,76120,49770,22420,76085,620,75470,76085,25015,51070,5545,76085,365,44495,3545,280,1580,10865,0,290,14665,62935,9520,18470,34950,68.5,60.9,11.2,75410,67820,2660,4935,61100,49320,59950,48040,155400,125400,27515,4835,6970,8760,3940,3010,21020,1000000,1212000
2214,4327,4079,1428,16.3,265.02,40.8,42.4,3.2,4325,1370,1340,5,0,20,0,0,0,5,3575,2345,1230,3.1,1.9,1280,1160,115,0.31,54000,46400,4325,4050,0,245,25,4325,4255,35,10,25,4280,790,4325,3720,515,4325,70,4255,4325,525,3800,165,4325,0,2515,40,0,105,120,0,25,1515,3515,670,1075,1765,71.1,64.6,9,4280,3690,120,465,54650,45920,53400,44480,135200,113500,1760,380,440,260,235,445,1135,950000,1078000
2216,9421,8609,3327,33.8,278.37,43.6,47.2,3,9370,3130,3065,5,0,45,15,0,5,0,7925,5335,2590,3,1.9,2870,2630,245,0.34,92000,67600,9400,8615,0,710,75,9400,9225,95,15,65,9305,2055,9400,7770,1400,9365,190,9180,9365,1640,7730,240,9370,30,5380,100,35,205,430,0,15,3165,7880,990,2260,4625,65.9,59.2,10.1,9295,8615,225,460,70900,55550,73200,55950,173400,136200,3270,925,555,645,565,580,2925,1200000,1263000
2217,30167,28900,11308,1989.5,15.16,39.5,38.8,2.7,29690,11060,6600,1265,1245,140,1230,565,10,5,24445,14105,10340,3,1.8,8575,6915,1655,0.27,52200,44320,29915,27955,15,1810,135,29915,29420,315,50,125,29540,4130,29915,26465,2780,29690,740,28945,29690,4275,25420,1310,29690,30,15990,535,80,325,275,0,120,12330,23970,3600,8085,12285,69.9,62.4,10.8,29350,26240,1035,2075,54450,45800,52000,43600,114500,96500,12090,4375,1405,2360,2110,1845,8370,750000,753000
2219,3132,3008,1104,10.1,310.39,39.3,39.2,3,3100,1035,1000,15,5,10,0,0,0,5,2515,1545,970,3.1,2,870,755,115,0.3,48800,41600,3135,3025,0,70,35,3135,3090,5,0,40,3080,595,3135,2695,395,3100,50,3050,3100,125,2975,70,3100,0,1625,0,0,0,0,0,0,1455,2480,590,830,1060,70.2,64.9,7.8,3060,2690,55,310,51080,43440,51040,42560,117600,100000,1270,360,255,265,135,250,790,800000,842000
2220,7944,7336,2946,37,214.82,45.5,49.2,2.8,7905,2855,2680,10,10,20,90,0,5,30,6830,4585,2245,2.9,1.8,2465,2265,195,0.47,74400,57600,7920,7300,0,570,55,7920,7775,65,20,55,7865,1485,7920,6615,1125,7905,95,7810,7905,1050,6855,180,7905,15,4385,90,15,270,310,0,30,2795,6800,850,1885,4065,64.9,59,9.3,7850,7245,180,430,95400,69000,91300,66000,221400,160200,2755,760,1000,555,235,205,2645,1000000,1268000
2221,143740,131794,59746,1644.1,87.43,40.1,38.4,2.5,141835,56480,27445,2530,8610,3620,7715,6510,45,5,120230,67330,52905,2.9,1.8,39180,32760,6420,0.31,48200,41160,142625,127810,65,12660,2085,142625,138495,1565,535,2030,139740,39885,142625,107885,29630,141835,2220,139615,141835,35940,105895,11895,141835,2075,70520,3850,680,6420,2110,65,1240,54870,118355,16790,32075,69490,67.5,60.2,10.8,140375,121675,10255,8445,55200,46080,52750,43880,111400,93100,52230,21215,16520,7335,3455,3700,37090,700000,732000
2222,13904,12854,4993,47.5,292.84,42.6,45.2,2.8,13745,4840,4200,55,315,75,150,0,5,40,11590,7810,3775,3,1.9,4195,3845,345,0.31,63200,51000,13795,12680,0,1055,55,13795,13595,125,25,50,13710,1905,13795,12185,1370,13745,265,13485,13745,1240,12505,300,13745,15,8220,65,20,180,70,0,40,5135,11435,1425,3275,6730,67.9,62.7,7.7,13625,12235,275,1120,65100,52550,65100,51650,149000,120300,4985,1250,1720,870,640,510,4205,900000,989000
2226,9094,8671,3885,30.3,300.19,41.5,40.8,2.6,8905,3415,2680,120,110,35,380,5,10,75,7340,4590,2750,3,2.1,2540,2255,285,0.29,43700,38800,8915,8440,0,350,120,8915,8750,45,5,115,8800,1335,8915,7745,1100,8910,195,8715,8910,395,8515,235,8910,45,5655,0,0,65,45,10,65,3010,7155,1820,2445,2890,65.1,61.5,5.5,8785,7885,250,650,47680,41120,44920,38600,96400,83300,3670,1350,1095,460,325,440,2445,500000,533000
2227,12431,11914,4987,23.6,526.31,42.4,42,2.5,12105,4795,3590,155,225,35,740,5,25,15,10090,5995,4095,3,2,3470,2940,525,0.29,42080,36880,12195,11780,5,310,105,12195,12015,70,10,105,11990,1740,12195,10525,1575,12105,215,11885,12105,440,11665,290,12105,0,7845,45,15,0,20,0,65,4085,9765,2870,3070,3825,63.3,59.5,6.1,11960,10780,400,775,45120,39160,43200,37520,89100,77500,4680,1870,1110,690,455,560,3245,500000,548000
2228,213759,193832,76179,1538.5,138.94,40.4,41.6,2.9,212055,73555,43130,3310,12470,950,4680,8955,60,0,175320,107775,67540,3.1,1.8,60680,52555,8125,0.43,68700,54350,212915,184520,150,23390,4855,212915,202470,3270,2410,4760,207205,100415,212915,125220,74685,212060,1415,210645,212060,90130,121930,30245,212060,2390,111530,9510,1340,22015,4045,20,1140,60075,173625,18145,36890,118590,65.2,57.6,11.7,210570,185150,10240,15180,81800,61000,80600,60100,182800,136600,54320,14895,17515,11985,5055,4860,57025,1200000,1388000
2230,132979,110128,41000,365.5,363.83,35.2,36,3.3,131430,40040,22720,3755,9140,295,1920,2185,15,15,100995,65225,35775,3.3,2,36420,31915,4505,0.3,66000,53650,131640,118955,105,10245,2335,131640,126525,1630,1220,2270,129100,66245,131640,74635,45910,131430,945,130485,131430,72535,58895,15800,131430,845,63380,7980,285,30405,3220,0,470,24830,99460,11690,23510,64255,71.1,63,11.4,129815,113720,6425,9670,60900,49680,58600,47440,142600,116300,39235,9335,10260,10840,4350,4455,33000,950000,1022000
2231,62951,61161,22252,227.4,276.81,40.7,42,2.9,62325,21825,15940,905,2005,540,1530,885,20,5,52235,31780,20455,3.1,1.8,18165,15680,2490,0.32,54000,45000,62735,57465,15,4795,460,62735,61150,950,190,445,61865,13100,62735,51670,9265,62325,1145,61180,62325,8450,53880,2395,62325,230,38295,910,150,1235,1195,0,260,20050,51620,7200,15065,29355,70,63.2,9.7,61935,56610,1830,3495,66200,52650,64300,51250,150800,120000,22875,6245,5640,6000,2855,2130,18560,900000,999000
2232,569353,536917,233564,509.1,1118.31,41.5,40.8,2.5,560920,222810,125130,6770,27455,7380,19045,36465,415,145,478115,260655,217455,2.9,1.8,157125,126990,30135,0.33,56650,50000,563820,520350,410,32630,10435,563820,545085,6410,2195,10130,550630,177580,563820,408935,133065,560915,12520,548395,560915,140950,419965,45335,560915,4765,309780,10200,3045,37980,7270,375,3535,183965,469795,80780,131010,258000,61.9,54.3,12.3,555450,495370,35395,24685,53750,45520,49360,41400,108700,92100,190280,47920,76225,34950,14965,16215,145955,700000,752000
2233,32901,30710,15875,197.9,166.24,47.2,51.6,2.3,32495,14080,11620,295,340,470,995,310,40,5,28500,17005,11490,2.7,1.7,10005,8365,1640,0.31,46960,40560,32635,30820,15,1660,145,32635,31960,500,40,140,32320,3850,32635,29355,2715,32495,1620,30875,32495,2545,29950,1555,32495,135,19530,100,115,160,65,60,200,12140,28095,4460,9895,13735,54.8,46.4,15.4,32225,28880,1410,1935,47160,40600,45520,38880,91400,78700,10475,4030,3130,2235,465,625,11190,500000,574000
2235,6887,6372,3116,31.7,217.53,43.8,47.2,2.6,6850,2615,2505,20,0,15,25,0,15,35,5785,3905,1880,2.9,1.9,2120,1930,185,0.31,57200,47400,6890,6480,0,395,10,6890,6720,155,5,10,6830,515,6890,6380,420,6850,200,6655,6850,120,6730,120,6850,10,4415,0,0,10,0,0,35,2365,5755,795,2005,2955,61.7,56.1,9.2,6790,6350,75,370,52050,43480,50160,41200,111700,93400,2500,550,860,670,240,180,2340,650000,707000
2238,55750,52293,24530,686.9,81.16,44.1,45.2,2.3,54980,23660,15265,1680,1060,1095,2955,1480,115,5,47435,26060,21380,2.8,1.7,16035,12795,3240,0.29,41040,36080,55410,47725,130,7295,265,55410,51120,3810,230,255,54680,7430,55410,48430,5360,54980,2365,52610,54980,4760,50220,2070,54980,170,34330,235,35,475,200,25,325,19185,46670,8125,15680,22865,56.9,48.4,15,54480,47725,3325,3425,44440,38760,41840,36480,84600,73800,18675,6455,6890,3390,840,1095,16305,500000,516000
2240,94415,88071,39778,449.1,210.25,43.9,44.8,2.5,92665,37795,24990,2075,2820,1260,4980,1595,50,20,80525,43205,37315,2.8,1.7,26645,20990,5650,0.3,43480,36760,93525,86315,45,5880,1280,93525,90560,1445,290,1230,91525,25535,93525,70855,19235,92670,2495,90170,92670,19360,73305,7480,92665,710,55670,1850,280,3780,1265,15,470,28630,78810,12695,26090,40030,58.5,45.3,22.5,91945,81265,5515,5165,44840,38640,42760,36080,90200,77900,29290,11985,11395,3220,1010,1675,26560,552000,596000
2245,49216,45608,20710,39.4,1250.45,42.5,43.6,2.6,48565,18715,15785,565,665,365,1210,50,10,75,40585,25500,15085,2.9,1.9,14560,12565,1995,0.28,48120,41560,48870,47190,15,1530,130,48870,48385,335,25,120,48425,3975,48870,45410,2865,48565,1890,46675,48565,2605,45955,1010,48560,90,29380,85,70,450,50,85,155,18200,39940,7120,12950,19870,61.8,56.6,8.3,48105,44225,1160,2720,50440,43000,49160,41560,104400,89000,18855,5335,4420,4435,2470,2195,15370,600000,626000
2249,39474,35640,14778,48.3,817.66,42.8,44,2.7,38740,14330,11595,960,775,190,650,75,30,55,32765,21260,11510,2.9,1.9,11775,10415,1360,0.31,57100,46600,38990,37340,5,1515,130,38990,38575,245,40,125,38540,4450,38990,35355,3085,38700,920,37775,38700,2590,36110,810,38700,65,22545,175,55,410,405,20,120,14900,32030,5065,9550,17425,65.6,59.8,8.8,38350,33985,1285,3085,57900,47680,55650,45960,125500,103400,14825,3925,5745,2745,1225,1185,12120,700000,787000
2250,104688,98563,43269,1061.2,98.65,41.4,40.8,2.5,103170,41675,25235,1950,3965,1585,4370,4480,75,15,86715,47125,39595,2.9,1.8,29425,23105,6320,0.29,43400,37920,103745,97805,25,4930,990,103745,101595,980,205,960,102245,17615,103745,88175,13160,103205,5415,97790,103210,15780,87425,5405,103205,480,53420,1725,120,2060,2665,315,720,41700,85225,16605,27345,41270,61.4,53.8,12.4,102165,89885,6010,6270,47160,40600,44960,38360,92700,79900,38205,15815,10315,6310,2980,2785,27500,552000,588500
2252,138479,129920,53013,1225.5,112.99,40,39.2,2.7,137120,51270,29110,3730,6325,1735,7160,3020,165,30,114005,65270,48740,3,1.8,39240,32015,7225,0.3,48640,41720,137490,127465,80,7450,2490,137490,133105,1520,425,2430,134665,38160,137490,104105,28515,137120,2575,134550,137120,32730,104390,10580,137120,935,74845,4005,235,9300,4040,10,685,43065,112655,21115,35125,56420,66,58.4,11.5,135680,119715,7465,8500,51450,43480,48960,41280,108200,91500,51550,16690,18540,8900,3480,3935,35310,650000,690000
2254,121436,104986,52049,1895.8,64.06,39.2,36,2.5,118390,47040,23145,2125,5375,1015,4945,10330,20,95,103790,55545,48245,2.9,1.8,31210,26790,4420,0.38,45040,38240,119980,107495,45,10360,2075,119980,116070,1100,790,2020,116335,46875,119980,78510,36050,118390,1585,116805,118390,41465,76925,20435,118390,1335,54215,5580,640,9540,1390,35,1085,44575,100820,10335,25335,65150,65.4,57.6,12,117480,96620,11125,9740,60250,48840,57150,46240,122400,99300,34345,12645,14215,4420,1155,1915,28835,750000,779000
2258,33232,31470,15388,1107,30.02,44.8,46,2.2,32480,14740,7800,1530,935,670,2950,815,30,5,28430,16005,12425,2.7,1.7,9485,7810,1670,0.3,47440,41120,32745,30545,10,2070,120,32745,32370,235,35,105,32335,3520,32745,29860,2445,32485,565,31915,32485,2610,29880,1220,32480,200,17785,320,105,130,130,25,295,13505,27720,4580,8810,14330,62.5,55.8,10.8,32150,28765,1420,1960,50480,43000,48920,41520,92700,79000,12420,7775,2265,1120,715,535,9695,500000,546500
2259,3776,3805,1454,9.6,391.88,42.3,44.8,2.7,3750,1395,1350,10,5,5,25,0,0,0,3145,2135,1010,3,2,1155,1065,90,0.31,51800,42600,3760,3630,0,120,5,3760,3745,10,0,5,3750,260,3760,3520,215,3750,60,3690,3750,65,3690,45,3750,0,2490,0,0,0,0,0,0,1255,3095,465,1005,1625,72.9,67.7,7.3,3715,3495,70,150,58000,46920,56250,46360,126500,102700,1530,725,425,230,90,60,855,620000,748000
2261,9038,8865,3567,15.6,578.88,40.8,40,2.6,8905,3435,3010,75,70,20,235,5,5,5,7255,4690,2565,3,2.1,2610,2315,290,0.28,50300,43400,8910,8705,0,180,25,8910,8855,30,5,25,8880,645,8910,8385,450,8910,125,8780,8910,275,8635,205,8910,15,6260,0,0,50,0,0,0,2560,7130,1375,2410,3345,71.7,68.2,5,8805,8230,165,410,51750,44200,50200,42400,104700,89400,3840,1460,1420,570,160,225,2365,500000,513500
2262,12595,12277,4266,17.7,711.93,37.8,36.4,3,12390,4115,3625,115,65,30,160,0,15,100,9685,6405,3275,3.4,2.4,3385,3155,230,0.31,49600,42800,12415,11960,0,255,195,12415,12175,40,5,195,12195,3085,12415,9605,2645,12395,115,12275,12395,125,12265,170,12395,20,9665,0,0,0,0,0,15,2680,9480,3355,2570,3550,72.9,70,3.9,12170,11445,230,490,50840,43040,48920,40800,113500,96200,4910,1995,1670,880,190,185,2770,600000,645000
2263,15538,13130,6171,31.5,493.09,39.6,37.6,2.6,15405,5960,4185,260,320,100,950,0,10,125,12250,7935,4315,3.1,2.1,4375,3915,455,0.28,44680,39200,15495,14955,5,315,225,15495,15190,70,15,220,15210,2675,15495,13040,2245,15405,265,15145,15405,1015,14390,610,15410,80,10250,230,0,165,70,0,40,4575,12125,3265,3845,5020,68,64.2,5.7,15180,13475,545,1155,49200,41920,46720,39800,98200,83800,6315,3215,1290,895,575,345,3870,500000,565500
2264,11151,10835,3892,26.3,424.01,37.5,36,3,11110,3760,3455,55,65,35,120,0,0,30,8510,5635,2880,3.3,2.4,3085,2785,295,0.31,53400,45800,11150,10790,0,290,70,11150,11035,40,10,70,11035,2065,11150,9455,1535,11110,190,10920,11110,230,10880,385,11110,0,7650,0,0,55,40,0,15,3340,8470,1840,2815,3810,68.7,64.2,6.7,11005,9905,390,715,51160,43560,49720,42360,111500,95100,4285,1445,1585,770,295,185,2895,600000,682000
