rec_num,lfsstat,prov,cma,age_12,sex,marstat,educ,mjh,cowmain,immig,naics_21,noc_10,noc_43,uhrsmain,ahrsmain,utothrs,atothrs,hrsaway,paidot,unpaidot,xtrahrs,tenure,hrlyearn,union,permtemp,estsize,firmsize,efamtype
47967,1,13,0,10,1,6,4,1,2,3,6,7,33,37.5,39.5,37.5,39.5,0,0,2,2,240,33.33,3,1,1,3,18
47969,1,24,1,9,2,2,4,1,2,3,17,4,16,32,32,32,32,0,0,0,0,33,50,3,3,2,3,10
47971,1,59,0,5,2,2,5,1,1,3,16,5,20,30,33,30,33,0,0,3,3,43,25,1,3,2,4,3
47972,1,46,0,4,1,1,5,2,2,1,20,5,24,30,36,40,46,0,6,0,6,50,30.13,3,1,1,1,3
47974,1,10,0,9,2,2,5,1,2,3,20,1,2,40,60,40,60,0,0,20,20,4,57.69,3,1,1,1,2
47976,1,13,0,4,1,6,2,1,2,3,15,8,38,50,50,50,50,0,0,0,0,56,17,3,1,1,4,18
47978,1,11,0,2,2,6,2,1,2,3,11,8,35,40,40,40,40,0,0,0,0,39,25.19,3,1,2,4,4
47980,1,35,4,3,2,6,6,1,1,2,11,2,5,40,40,40,40,0,0,0,0,22,44.71,3,1,3,4,18
47982,1,48,7,5,1,6,5,1,2,3,14,3,11,44,32,44,32,8,0,0,0,15,41.96,3,1,2,2,1
47983,1,35,0,9,2,6,2,1,2,2,7,10,42,40,40,40,40,0,0,0,0,240,23,3,1,4,4,18
47984,1,13,0,8,2,1,4,1,1,3,17,4,18,37.5,26.3,37.5,26.3,11.2,0,0,0,215,21.32,1,1,3,3,8
47987,1,24,2,7,2,1,5,1,1,3,16,5,20,32,40,32,40,0,0,8,8,119,46.27,1,1,2,4,3
47989,1,13,0,8,2,1,1,1,1,3,21,2,8,37.5,37.5,37.5,37.5,0,0,0,0,54,35.38,1,1,2,4,2
47990,1,35,3,8,2,2,4,1,1,3,21,5,21,37.5,37.5,37.5,37.5,0,0,0,0,38,33.33,1,1,4,4,2
47995,1,35,0,12,1,1,5,1,2,3,10,7,33,30,30,30,30,0,0,0,0,36,16.5,3,2,3,4,2
47996,1,35,4,3,1,6,5,1,2,1,14,3,11,40,40,40,40,0,0,0,0,11,38.46,3,1,4,4,1
47999,1,13,0,4,1,1,4,1,2,3,14,3,11,40,42,40,42,0,0,2,2,99,25,3,1,2,2,14
48000,1,35,0,9,1,1,4,1,2,1,14,5,19,40,40,40,40,0,0,0,0,52,20,3,1,1,1,4
48004,1,35,0,9,1,1,3,1,2,3,8,7,33,40,10,40,10,30,0,0,0,215,75,3,1,3,4,5
48005,1,48,0,4,1,1,2,1,2,3,4,10,41,40,20,40,20,0,0,0,0,28,45,3,1,1,3,6
48006,1,35,0,8,1,1,4,1,2,3,7,2,7,37.5,37.5,37.5,37.5,0,0,0,0,187,76.92,3,1,2,2,4
48012,1,24,0,8,1,6,1,1,2,3,7,10,43,40,40,40,40,0,0,0,0,99,23,1,1,3,4,18
48013,1,48,0,4,1,6,3,1,2,3,1,9,40,40,40,40,40,0,0,0,0,70,14.42,3,1,1,1,1
48014,1,13,0,7,2,1,4,1,2,3,7,10,42,45,45,45,45,0,0,0,0,240,20,3,1,3,4,2
48018,1,48,8,3,1,6,4,1,2,3,19,7,33,30,30,30,30,0,0,0,0,115,17.5,3,3,2,2,1
48021,1,46,6,4,1,6,5,1,2,3,14,3,11,48,48,48,48,0,0,0,0,3,16.83,3,3,1,1,1
48022,1,24,0,8,2,2,1,1,1,3,17,7,32,40,40,40,40,0,0,0,0,63,21.42,3,1,2,2,10
48023,1,48,0,4,2,2,4,1,2,3,14,2,8,36,36,36,36,0,0,0,0,3,17.95,3,1,1,1,2
48026,1,48,8,3,1,2,2,1,1,3,16,3,13,40,46,40,46,0,6,0,6,53,37,1,1,4,4,2
48029,1,35,4,4,2,6,4,1,2,2,17,5,24,40,40,40,40,0,0,0,0,8,19,3,1,1,1,3
48031,1,48,0,5,1,1,1,1,2,3,6,8,36,40,40,40,40,0,0,0,0,1,35,3,1,2,2,6
48032,1,24,1,7,2,1,6,1,1,3,16,6,27,35,32,35,32,3,0,0,0,232,51.65,1,1,4,4,3
48036,1,47,0,5,1,1,4,1,2,3,20,8,35,40,33.5,40,33.5,7.5,0,1,1,147,37,3,1,2,2,3
48039,1,35,0,3,2,6,5,1,2,3,14,3,12,37.5,44,37.5,44,0,6.5,0,6.5,36,33.11,3,1,1,4,1
48047,1,24,2,3,2,2,5,1,2,1,20,5,19,32.5,32.5,32.5,32.5,0,0,0,0,14,50.3,3,3,2,2,2
48051,1,35,4,4,1,6,6,1,1,3,17,3,11,40,40,40,40,0,0,0,0,9,49.45,3,1,4,4,13
48052,1,35,0,11,2,1,4,1,2,2,8,10,42,40,45,40,45,0,5,0,5,240,17,3,1,2,2,2
48053,1,35,0,6,1,1,5,1,2,3,9,8,35,40,66,40,66,0,26,0,26,68,48.18,1,1,3,4,3
48054,1,48,7,9,1,1,2,1,2,2,5,2,9,40,40,40,40,0,0,0,0,128,31.25,3,1,4,4,4
48060,1,13,0,2,1,6,2,1,2,3,10,7,34,32,31.5,32,31.5,0,0,0,0,11,15,3,1,2,4,3
48065,1,59,9,8,2,1,3,1,2,2,9,7,33,40,38,40,38,2,0,0,0,15,31.25,3,1,3,4,4
48066,1,11,0,7,1,1,4,1,2,3,6,8,35,40,40,40,40,0,0,0,0,130,27,3,1,3,3,3
48067,1,35,3,7,2,2,2,1,2,3,14,1,2,37.5,37.5,37.5,37.5,0,0,0,0,11,58.67,3,1,3,3,3
48068,1,35,0,4,1,1,6,1,2,1,18,3,11,40,40,40,40,0,0,0,0,65,60,3,1,4,4,1
48069,1,48,0,7,2,1,0,1,2,2,8,10,43,40,40,40,40,0,0,0,0,122,26.7,1,1,4,4,3
48073,1,24,2,9,2,1,5,1,2,2,7,2,5,39,40,39,40,0,1,0,1,92,56.5,3,1,2,2,4
48076,1,10,0,8,1,6,2,2,2,3,10,7,34,40,40,46.5,46.5,0,0,0,0,240,16,3,1,1,1,11
48077,1,35,0,6,1,1,5,1,2,3,14,3,11,40,40,40,40,0,0,0,0,188,68.75,3,1,3,3,3
48078,1,59,9,4,2,1,2,1,1,3,17,7,34,40,40,40,40,0,0,0,0,20,20,3,1,3,3,11
48079,1,24,0,4,2,2,5,1,2,3,18,1,2,40,35,40,35,5,0,0,0,107,31.25,3,1,2,2,3
48081,1,35,0,10,1,1,4,1,2,3,10,8,36,40,40,40,40,0,0,0,0,240,33,1,1,4,4,2
48082,1,48,8,5,2,1,6,1,2,2,11,2,7,40,40,40,40,0,0,0,0,29,34.62,3,1,3,4,2
48085,1,35,3,6,1,1,6,1,2,1,9,2,8,40,40,40,40,0,0,0,0,182,23.08,3,1,3,3,6
48086,1,35,4,2,1,6,2,1,2,3,15,9,40,35,35,35,35,0,0,0,0,57,20,3,1,1,1,4
48088,1,10,0,7,2,1,5,1,2,3,12,2,7,37.5,37.5,37.5,37.5,0,0,0,0,123,28.21,3,1,4,4,3
48091,1,48,0,4,2,2,4,1,2,3,18,7,34,32,30,32,30,0,0,0,0,18,20,3,1,1,1,3
48093,1,13,0,5,1,6,4,1,2,3,6,8,35,40,60,40,60,0,0,0,0,75,40,3,2,3,4,11
48095,1,35,0,9,1,1,3,1,2,3,4,8,36,50,44,50,44,6,0,0,0,57,31.5,3,1,1,1,5
48099,1,35,4,5,1,6,4,1,2,3,18,5,21,37.5,37.5,37.5,37.5,0,0,0,0,72,22.56,3,1,2,3,11
48101,1,13,0,10,2,5,2,1,2,3,17,7,32,33,33,33,33,0,0,0,0,86,23,3,1,1,1,1
48102,1,10,0,2,1,6,2,1,2,3,11,2,9,32,32,32,32,0,0,0,0,13,17.28,3,1,1,4,14
48107,1,59,9,5,1,1,5,1,2,1,14,3,11,40,40,40,40,0,0,0,0,30,57.69,3,1,2,2,2
48109,1,24,0,6,1,2,2,1,2,3,9,8,36,40,43,40,43,0,3,0,3,18,23,3,1,3,3,3
48115,1,47,0,12,2,3,4,1,2,3,10,7,33,35,11,35,11,0,0,0,0,135,19.06,1,1,1,4,1
48117,1,35,0,9,1,1,2,1,2,3,9,8,36,40,45,40,45,0,5,0,5,240,31.25,3,1,1,4,2
48118,1,24,1,8,2,1,2,1,2,3,17,5,26,35,35,35,35,0,0,0,0,226,25.63,1,1,3,3,3
48119,1,48,7,3,2,6,5,1,2,3,13,2,9,40,40,40,40,0,0,0,0,17,20.19,3,1,1,1,1
48124,1,24,1,8,2,5,4,1,1,3,21,2,9,35,31.5,35,31.5,3.5,0,0,0,240,34,1,1,2,4,1
48127,1,10,0,5,2,2,4,2,2,3,10,7,33,32,32,40,40,0,0,0,0,92,19,3,1,1,1,2
48128,1,35,0,8,2,1,4,1,2,3,12,2,7,30,40,30,40,0,0,0,0,24,26.5,3,1,1,1,2
48131,1,24,2,6,1,1,4,1,2,3,18,1,1,40,40,40,40,0,0,0,0,70,48.08,3,1,2,2,3
48135,1,35,0,4,1,4,5,2,2,3,12,2,7,37.5,37.5,87.5,87.5,0,0,0,0,18,22.77,3,1,2,3,18
48137,1,35,5,5,1,1,4,1,2,3,11,2,8,40,45,40,45,0,0,5,5,172,22.98,3,1,2,2,3
48141,1,24,2,8,1,1,1,1,2,1,7,8,35,40,40,40,40,0,0,0,0,87,30,2,1,4,4,2
48142,1,48,0,2,1,6,5,1,2,3,4,3,12,40,40,40,40,0,0,0,0,13,30,3,1,1,4,4
48148,1,35,0,5,1,1,4,1,1,3,21,5,23,42,42,42,42,0,0,0,0,98,49.6,1,1,3,3,6
48149,1,35,4,10,2,1,2,1,2,2,8,10,41,44,44,44,44,0,0,0,0,240,23,3,1,3,3,2
48154,1,59,9,6,1,1,6,1,2,3,6,1,4,40,40,40,40,0,0,0,0,58,76.92,3,1,3,3,6
48155,1,48,8,3,2,6,4,1,2,3,10,6,28,40,40,40,40,0,0,0,0,19,25,3,1,2,2,13
48156,1,35,4,5,2,1,6,1,1,3,16,1,2,37.5,37.5,37.5,37.5,0,0,0,0,110,56.41,3,1,4,4,3
48160,1,12,0,10,1,4,1,1,2,3,15,7,34,48,48,48,48,0,0,0,0,90,16,3,1,3,4,1
48163,1,46,6,3,1,4,4,1,1,3,17,5,21,40,40,40,40,0,0,0,0,52,25,3,1,2,2,1
48169,1,35,0,6,2,2,4,1,2,3,15,3,13,40,40,40,40,0,0,0,0,54,19.23,3,1,3,3,3
48178,1,47,0,7,2,6,5,1,1,1,16,5,25,35,8,35,8,27,0,0,0,68,26.58,1,1,2,4,14
48180,1,59,9,9,2,2,5,1,1,3,17,4,16,37.5,37.5,37.5,37.5,0,0,0,0,207,55.92,1,1,4,4,2
48182,1,46,0,8,2,1,5,1,2,1,10,7,34,32.5,32,32.5,32,0,0,0,0,13,15.25,3,1,2,4,3
48183,1,11,0,6,2,1,2,1,1,3,16,7,34,40,40,40,40,0,0,0,0,140,23,1,1,2,4,3
48184,1,13,0,9,1,1,2,1,2,3,2,8,36,50,55,50,55,0,5,0,5,240,23,1,1,2,4,2
48188,1,10,0,12,1,1,5,1,1,3,21,2,7,37.5,37.5,37.5,37.5,0,0,0,0,97,36.92,1,1,1,4,5
48189,1,35,0,3,1,4,2,1,2,1,14,3,13,40,40,40,40,0,0,0,0,12,29.81,3,1,4,4,18
48190,1,59,9,8,1,1,4,1,2,3,19,7,31,40,40,40,40,0,0,0,0,45,20.27,3,1,2,2,5
48191,1,35,0,6,2,1,4,1,2,3,17,4,17,33.7,41.2,33.7,41.2,0,0,0,0,240,26.21,1,1,2,4,3
48192,1,12,0,5,1,6,5,1,2,3,10,4,14,40,40,40,40,0,0,0,0,168,57,3,1,2,4,1
48193,1,24,2,6,1,1,6,1,2,3,14,3,12,40,40,40,40,0,0,0,0,47,52.88,3,1,4,4,3
48194,1,59,0,9,1,6,2,1,2,3,19,7,34,30,30,30,30,0,0,0,0,7,20,3,1,2,2,1
48196,1,24,0,5,2,2,4,1,2,3,8,2,7,40,32,40,32,8,0,0,0,17,25.4,3,1,3,3,2
48199,1,59,0,2,1,6,3,1,2,3,10,7,34,37.5,30,37.5,30,7.5,0,0,0,6,17.25,3,1,2,4,3
48203,1,10,0,2,2,6,2,1,2,3,10,7,34,32,32,32,32,0,0,0,0,4,15,3,1,2,3,4
48205,1,59,9,10,1,6,6,1,2,3,7,3,13,40,40,40,40,0,0,0,0,7,125,3,1,2,4,1
48208,1,59,0,5,2,2,3,1,2,3,15,7,31,35,35,35,35,0,0,0,0,63,29,3,1,1,1,3
48210,1,10,0,5,1,1,4,1,2,3,14,3,13,40,40,40,40,0,0,0,0,3,38.46,3,1,1,1,2
48211,1,48,0,8,2,5,5,1,2,1,18,7,31,44,50,44,50,0,0,6,6,128,25.35,3,1,3,3,1
48215,1,59,9,4,1,1,5,1,2,3,7,10,42,40,32,40,32,8,0,0,0,22,23,3,1,3,3,2
48218,1,46,0,5,1,4,4,1,1,3,17,4,17,48,31,48,31,0,0,0,0,222,47.5,1,1,1,4,1
48221,1,35,0,4,1,1,2,1,2,1,7,10,42,40,40,40,40,0,0,0,0,63,24.6,1,1,4,4,3
48223,1,59,9,8,1,1,2,2,2,3,14,1,2,32.5,32.5,46.5,46.5,0,0,0,0,25,43.27,3,1,2,2,3
48227,1,59,9,4,1,6,5,1,1,2,17,4,14,50,50,50,50,0,0,6,6,21,26.92,1,3,4,4,1
48231,1,48,7,8,2,1,4,1,2,2,17,4,18,30,30,30,30,0,0,0,0,41,22.9,1,1,1,2,2
48232,1,35,0,4,1,6,2,2,2,3,10,7,34,35,36,37,38,0,0,0,0,189,18,1,1,2,2,8
48234,1,35,4,10,1,1,2,1,2,3,7,10,42,40,40,40,40,0,0,0,0,128,24.25,1,1,3,4,2
48237,1,13,0,7,1,1,5,1,1,3,21,3,11,37.5,30,37.5,30,7.5,0,0,0,33,48.97,3,1,4,4,6
48238,1,24,2,8,1,1,5,1,2,2,6,8,35,40,40,40,40,0,0,0,0,70,43.89,1,1,2,2,3
48239,1,10,0,6,2,1,4,1,1,3,17,2,9,37.5,37.5,37.5,37.5,0,0,0,0,129,24.69,1,1,3,4,2
48240,1,59,0,6,2,6,4,1,2,3,20,7,32,32,27,32,27,0,0,0,0,26,18,3,1,1,1,14
48243,1,59,0,3,2,6,2,1,2,3,10,7,33,40,40,40,40,0,0,0,0,53,19,3,1,1,2,18
48245,1,59,0,6,1,6,5,1,2,3,10,1,3,40,40,40,40,0,0,0,0,13,43.27,3,1,3,3,1
48246,1,59,0,10,2,1,5,1,1,3,17,2,8,40,40,40,40,0,0,0,0,222,37,3,1,2,4,2
48247,1,24,1,4,2,1,6,1,1,3,16,5,20,35,32,35,32,5,2,0,2,44,41,1,3,4,4,3
48248,1,12,0,9,2,5,6,1,1,2,21,1,2,37.5,42.5,37.5,42.5,0,0,5,5,16,53,3,1,2,4,1
48249,1,35,0,4,1,2,5,1,2,3,14,7,31,40,40,40,40,0,0,0,0,24,53.85,3,1,3,4,2
48251,1,47,0,4,1,1,4,1,2,3,17,4,17,42,42,42,42,0,0,0,0,36,46.5,1,1,3,4,5
48252,1,24,0,4,2,1,4,1,2,3,10,7,31,37.5,37.5,37.5,37.5,0,0,0,0,116,19.33,3,1,3,4,2
48253,1,35,3,6,1,6,5,1,1,3,21,5,25,36,36,36,36,0,0,0,0,5,40,1,1,2,3,18
48255,1,12,0,2,1,2,4,1,2,3,10,8,35,40,40,40,40,0,0,0,0,36,15.2,3,1,2,3,15
48260,1,13,0,6,1,1,4,1,2,3,17,4,18,40,40,40,40,0,0,0,0,17,18,3,1,1,1,3
48261,1,35,4,2,1,6,2,1,2,3,6,8,38,34,40,34,40,8,0,0,0,19,30,3,4,1,1,4
48269,1,35,0,9,1,6,5,1,2,2,8,2,5,40,40,40,40,0,0,0,0,240,34.62,3,1,3,4,1
48274,1,35,0,8,1,1,2,1,2,2,11,8,35,50,68,50,68,0,0,18,18,217,46.15,3,1,4,4,4
48277,1,46,6,6,2,2,4,1,1,3,21,2,7,37.5,41.5,37.5,41.5,0,7.5,0,7.5,145,36.41,1,1,4,4,2
48285,1,24,0,7,1,2,2,1,2,3,6,2,8,38,39.5,38,39.5,0,0,0,0,240,29,3,1,2,2,3
48286,1,35,0,3,1,1,2,1,2,3,7,10,42,38,30,38,30,8,0,0,0,125,27.5,3,1,1,1,3
48287,1,24,0,4,1,6,4,1,2,3,7,10,42,40,40,40,40,0,0,0,0,9,19.5,3,4,2,2,1
48288,1,35,0,4,1,6,2,1,2,3,10,2,9,40,32,40,32,8,0,0,0,75,20,3,1,2,4,11
48289,1,11,0,10,1,1,6,1,1,3,21,5,22,37.5,22.5,37.5,22.5,15,0,0,0,87,61.54,1,1,2,4,4
48290,1,24,0,6,2,2,4,1,2,3,19,1,3,35,35,35,35,0,0,0,0,69,18,3,1,1,2,3
48294,1,13,0,5,1,1,5,1,2,3,14,3,13,50,60,50,60,0,10,0,10,42,53,1,1,3,4,6
48295,1,35,5,6,1,6,2,1,2,3,7,8,38,40,32,40,32,8,0,0,0,27,18,3,1,2,2,1
48296,1,35,0,8,2,1,4,1,1,3,17,1,2,40,46,40,46,0,0,6,6,240,47,3,1,2,2,2
48297,1,35,0,3,1,6,4,1,2,1,10,7,31,30,41,30,41,0,0,0,0,92,17.1,3,1,3,4,1
48299,1,46,6,4,2,2,1,1,2,3,18,7,33,40,40,40,40,0,0,0,0,30,20,1,1,2,2,2
48301,1,48,7,3,1,6,4,1,2,3,7,8,35,40,40,40,40,0,0,0,0,57,48.9,3,1,4,4,1
48305,1,47,0,7,1,1,4,1,2,3,9,1,2,50,50,50,50,0,0,0,0,240,46.15,3,1,1,4,3
48306,1,46,0,10,1,6,5,1,1,3,16,5,20,35,19,35,19,21,5,0,5,235,28.85,3,1,2,3,16
48308,1,24,2,7,2,1,5,1,2,3,8,1,4,37.5,37.5,37.5,37.5,0,0,0,0,32,48.08,3,1,4,4,3
48309,1,13,0,2,2,6,5,1,1,3,17,2,9,40,40,40,40,0,0,0,0,17,22,1,4,4,4,13
48312,1,47,0,10,2,1,6,1,2,3,20,5,21,30,30,30,30,0,0,0,0,104,30.87,3,1,1,1,2
48316,1,12,0,7,1,1,4,1,2,3,17,4,17,48,52,48,52,0,16,0,16,240,44,1,1,2,4,3
48322,1,35,0,8,1,1,4,1,2,3,18,6,27,40,40,40,40,0,0,0,0,27,70,3,3,3,3,6
48325,1,47,0,4,2,2,5,1,1,3,16,5,22,37.5,42.5,37.5,42.5,0,0,5,5,45,51.28,3,3,3,4,2
48330,1,48,8,5,2,1,4,1,1,3,17,4,17,36,45,36,45,0,8,0,8,164,37,1,1,4,4,14
48333,1,35,0,8,1,5,5,1,1,3,11,8,35,40,40,40,40,0,0,0,0,240,45.01,1,1,3,4,14
48334,1,48,8,5,2,5,2,1,2,3,11,2,9,40,40,40,40,0,0,0,0,14,19,3,1,2,4,18
48335,1,48,7,6,1,1,5,1,2,3,4,9,39,40,24,40,24,16,0,0,0,19,70.77,3,1,4,4,3
48341,1,46,0,8,2,6,4,1,2,3,10,7,31,40,40,40,40,0,0,0,0,128,31.25,3,1,2,3,1
48344,1,10,0,6,1,1,2,1,2,3,6,8,35,45,45,45,45,0,0,0,0,127,28,3,1,1,1,2
48346,1,35,0,3,1,6,4,1,2,3,6,8,35,40,40,40,40,0,0,0,0,142,24,3,1,1,1,1
48347,1,47,0,7,2,1,5,1,1,3,21,5,25,37.5,40.5,37.5,40.5,0,3,0,3,196,42,1,1,1,4,3
48348,1,35,0,4,1,6,2,1,2,3,6,8,38,40,40,40,40,0,0,0,0,6,32.5,1,1,1,2,11
48349,1,24,0,9,1,1,6,1,1,2,21,2,7,37.5,37.5,37.5,37.5,0,0,0,0,75,39.95,1,1,4,4,3
48356,1,46,6,4,2,1,5,1,2,3,10,5,22,40,24,40,24,16,0,0,0,97,30.84,3,1,3,4,3
48362,1,35,4,3,1,6,4,1,2,1,11,8,36,50,50,50,50,0,0,0,0,70,32.31,3,1,3,3,5
48365,1,35,0,9,2,1,5,1,2,2,6,8,35,44,44,44,44,0,0,0,0,240,22.73,3,1,1,1,2
48368,1,48,0,6,2,4,4,1,1,3,17,3,13,38.7,38.7,38.7,38.7,0,0,0,0,41,38.61,1,1,4,4,14
48369,1,24,1,6,2,6,4,1,1,3,16,2,8,35,36.5,35,36.5,0,0,1.5,1.5,56,28.14,1,1,4,4,1
48370,1,47,0,7,1,1,3,2,2,1,7,8,38,60,44,99,84,12,5,0,5,6,21,3,1,2,2,3
48373,1,35,4,7,2,1,4,1,1,3,17,4,16,40,24,40,24,16,0,0,0,233,25,1,1,4,4,3
48378,1,24,0,8,2,6,6,1,2,3,6,1,2,40,40,40,40,0,0,0,0,61,48.08,3,1,2,2,15
48380,1,24,0,8,2,2,5,1,1,3,16,5,21,35,35,35,35,0,0,0,0,240,53.85,1,1,3,4,3
48387,1,12,0,3,1,1,5,1,2,3,15,7,33,40,40,40,40,0,0,0,0,10,16,3,1,2,4,2
48390,1,10,0,5,1,1,4,1,2,3,20,3,13,40,32,40,32,8,0,0,0,144,25,3,1,1,1,3
48391,1,24,2,11,1,1,6,1,2,2,7,8,35,40,24,40,24,16,0,0,0,33,17,3,1,3,3,18
48392,1,59,0,8,1,1,5,1,2,3,17,5,24,48,48,48,48,0,0,0,0,17,26,1,1,2,2,3
48393,1,35,4,5,1,1,4,1,2,3,6,8,35,40,40,40,40,0,0,0,0,19,40,1,1,1,1,3
48394,1,48,7,6,2,1,4,1,1,3,5,3,11,40,40,40,40,0,0,0,0,63,67.31,3,1,3,3,2
48400,1,24,0,8,1,2,4,1,2,3,6,8,36,45,30,45,30,0,0,0,0,193,42.11,1,1,2,2,3
48402,1,35,3,4,2,2,5,1,1,3,21,5,22,37.5,15,37.5,15,22.5,0,0,0,91,56.74,1,1,4,4,3
48403,1,24,2,6,2,5,4,1,2,1,12,7,32,40,40,40,40,0,0,0,0,11,26,3,1,2,4,1
48404,1,35,0,4,2,1,5,1,2,1,14,1,2,40,43,40,43,0,0,3,3,37,69.71,3,1,3,4,3
48407,1,46,0,3,1,6,2,1,1,3,5,8,35,40,40,40,40,0,0,0,0,1,22,1,1,2,4,2
48410,1,24,2,4,1,6,3,1,2,3,6,8,35,35,40,35,40,0,0,0,0,31,26.33,2,1,1,1,2
48412,1,48,0,9,1,6,0,1,2,3,11,8,36,40,40,40,40,0,0,0,0,7,23,3,1,1,2,1
48413,1,35,4,12,1,1,4,1,2,2,10,1,3,40,40,40,40,0,0,0,0,190,32.69,3,1,1,4,18
48416,1,35,4,7,2,1,6,1,2,2,12,6,27,37.5,37.5,37.5,37.5,0,0,0,0,107,71.79,3,1,4,4,3
48417,1,48,8,6,2,1,4,1,2,1,17,4,18,40,40,40,40,0,0,0,0,30,21.75,3,1,1,2,3
48419,1,46,6,6,1,2,4,1,1,3,16,5,20,37.2,30.2,37.2,30.2,7,0,0,0,65,43.94,1,1,3,4,3
48422,1,24,0,8,2,2,4,1,2,3,14,2,8,37.5,33.5,37.5,33.5,4,0,0,0,44,25.64,2,1,1,1,2
48423,1,59,9,9,2,2,6,1,1,2,21,5,19,50,50,50,50,0,0,0,0,15,131.92,3,1,2,4,3
48425,1,24,1,4,2,1,5,1,1,3,17,4,16,35,35,35,35,0,0,0,0,55,41.21,1,1,3,4,3
48427,1,35,0,1,1,6,2,1,2,1,7,2,6,40,40,40,40,0,0,0,0,1,21,3,1,2,2,4
48429,1,35,5,3,1,6,4,1,2,3,10,8,35,40,40,40,40,0,0,0,0,67,35,3,1,1,1,18
48430,1,24,1,4,1,2,6,1,2,3,11,5,22,40,45,40,45,0,0,5,5,21,42.79,3,1,3,4,2
48433,1,24,0,8,2,2,4,1,1,3,17,4,18,37.5,37.5,37.5,37.5,0,0,0,0,43,23.75,1,1,4,4,4
48435,1,47,0,9,2,1,4,1,2,3,10,2,9,40,41,40,41,0,1,0,1,4,19,3,1,2,2,8
48439,1,10,0,5,2,1,2,1,2,3,10,7,34,40,40,40,40,0,0,0,0,209,17,3,1,1,1,3
48443,1,46,6,8,1,1,4,1,2,2,15,8,35,40,40,40,40,0,0,0,0,81,25,1,1,2,2,18
48447,1,12,0,3,2,6,6,1,2,3,7,3,12,40,40,40,40,0,0,0,0,2,26.44,3,1,3,3,4
48449,1,59,9,4,2,1,4,1,2,3,17,5,21,36,42,36,42,0,6,0,6,35,33.67,3,1,1,3,3
48452,1,46,6,5,2,1,4,1,2,3,9,7,32,40,40,40,40,0,0,0,0,178,25.96,3,1,2,2,3
48453,1,35,0,4,2,2,5,1,2,3,8,7,33,40,40,40,40,0,0,0,0,84,49.52,3,1,3,4,3
48454,1,10,0,9,1,1,2,1,2,1,9,1,4,40,40,40,40,0,0,0,0,117,27.88,3,1,1,3,2
48458,1,35,3,5,2,1,5,1,2,1,14,2,5,40,50,40,50,0,0,0,0,171,85,3,1,1,2,3
48459,1,46,0,4,2,1,4,1,2,2,17,4,17,37,29.5,37,29.5,7.5,0,0,0,45,45,3,1,2,2,2
48462,1,47,0,8,1,1,5,1,1,3,21,5,24,42,42,42,42,0,2,0,2,240,25.18,1,1,2,2,2
48469,1,47,0,4,1,6,4,1,2,3,6,8,35,40,40,40,40,0,0,0,0,23,34.62,1,1,1,4,1
48471,1,35,4,3,2,6,5,1,2,2,14,2,6,40,40,40,40,0,0,0,0,45,36.06,3,1,2,3,6
48477,1,24,0,6,1,6,4,1,2,3,8,8,35,40,20,40,20,20,0,0,0,183,49,1,1,3,3,14
48478,1,35,0,6,1,1,4,1,2,3,10,1,3,60,30,60,30,4,0,0,0,240,35.1,3,1,3,4,3
48481,1,24,0,8,1,6,4,1,2,3,6,3,13,40,40,40,40,0,0,0,0,13,28.29,3,1,1,2,1
48482,1,10,0,8,2,1,4,1,1,3,17,4,18,40,48,40,48,0,8,0,8,154,25.67,1,1,3,4,4
48483,1,46,0,5,1,1,6,1,1,1,17,2,9,30,30,30,30,0,0,0,0,90,16,3,4,2,2,6
48490,1,47,0,8,2,6,4,2,2,3,15,2,7,40,40,62.5,62.5,0,0,0,0,10,32.93,3,1,1,2,1
48491,1,13,0,3,1,6,2,1,2,3,7,10,42,40,40,40,40,0,0,0,0,5,22,3,1,1,2,3
48492,1,11,0,8,2,1,4,1,2,3,1,9,40,48,48,48,48,0,0,0,0,6,16,3,1,1,1,4
48496,1,48,0,6,1,1,4,1,2,3,4,3,13,40,44,40,44,0,4,0,4,208,70.67,3,1,4,4,6
48497,1,35,0,6,1,1,2,1,2,2,19,1,3,40,40,40,40,0,0,0,0,78,25.96,3,1,1,1,6
48499,1,47,0,8,1,1,4,1,2,3,4,9,39,40,40,40,40,0,0,0,0,169,77.88,3,1,3,4,4
48504,1,35,0,1,1,6,1,2,2,3,10,2,9,40,40,54,52,0,0,0,0,2,16.55,3,1,2,3,14
48505,1,12,0,10,2,1,6,1,2,3,16,5,20,35,37,35,37,0,0,2,2,7,32,3,3,1,1,4
48506,1,24,0,6,1,4,4,1,2,3,6,8,35,40,40,40,40,0,0,0,0,1,45,1,2,2,2,14
48508,1,10,0,3,2,6,4,1,1,3,17,4,17,35,37.5,35,37.5,0,0,0,0,70,35,1,1,4,4,1
48509,1,47,0,2,2,6,4,1,2,3,17,4,17,40,40,40,40,0,0,0,0,7,57,3,1,2,2,18
48510,1,35,4,4,2,6,5,1,2,1,7,10,42,40,60,40,60,0,0,0,0,75,24,3,1,3,3,18
48511,1,46,6,8,2,5,2,1,1,3,16,2,9,40,41,40,41,0,0,1,1,103,33.65,3,1,2,2,1
48512,1,35,0,5,2,1,4,1,2,3,17,4,17,37.5,37.5,37.5,37.5,0,0,0,0,214,34,1,1,2,2,3
48514,1,24,0,4,1,6,2,1,2,3,7,10,43,40,40,40,40,0,0,0,0,134,20,3,1,1,1,1
